Site,Reporting period,Males tested,Females non-pregnant,Females pregnant,Children below 12 mths (Age group A),Children 12 mths - 14 yrs (Age group B),Young adults 15-24 years (Age group C),Older adults 25+ yrs (Age group D),PITC,Family Referral Slip (FRS),"Other (VCT, etc_) HTC access",Never tested before,Last negative,Last positive,Last exposed infant,Last inconclusive,Counseled with partner / partner present,Counseled alone / Partner not present,Single test negative,Single test positive,Test 1&2 negative,Test 1&2 positive,Test 1&2 discordant,New negative,New positive,New exposed infants,New inconclusive,Confirmatory positive,Confirmatory inconclusive
Kamuzu Barracks,201706,340,237,16,1,8,477,107,492,0,101,475,111,7,0,0,23,570,574,0,0,18,1,574,11,0,1,7,0
Lighthouse,201704,158,266,5,0,29,67,333,110,0,319,55,269,105,0,0,26,403,288,0,2,139,0,289,35,0,0,104,1
Lighthouse,201705,196,321,1,0,26,90,402,122,2,394,78,347,93,0,0,51,467,391,0,0,126,1,391,33,0,1,93,0
Lighthouse,201706,185,270,2,0,32,74,351,102,0,355,46,324,87,0,0,61,396,330,0,1,125,1,331,38,0,1,87,0
Likuni Mission Hospital,201704,375,507,270,12,82,466,592,676,2,474,195,858,97,0,2,221,931,975,0,2,171,4,977,73,1,4,97,0
Likuni Mission Hospital,201705,599,731,394,1,77,683,963,721,43,960,316,1313,92,0,3,215,1509,1552,0,0,161,11,1552,69,0,11,92,0
Likuni Mission Hospital,201706,568,871,252,17,103,613,958,803,21,867,374,1221,96,0,0,209,1482,1524,0,0,161,6,1524,63,2,6,96,0
Partners In Hope Clinic Moyo Clinic (public),201704,175,141,4,2,28,67,223,34,0,286,61,206,53,0,0,56,264,237,0,0,83,0,235,30,0,2,53,0
Partners In Hope Clinic Moyo Clinic (public),201705,195,230,2,1,16,122,288,39,0,388,147,227,53,0,0,67,360,343,0,0,84,0,343,31,0,0,53,0
Partners In Hope Clinic Moyo Clinic (public),201706,308,349,46,0,63,208,432,108,0,595,148,498,57,0,0,49,654,613,0,0,89,1,613,32,0,1,57,0
St Gabriel Mission Hospital,201704,377,998,104,0,197,366,916,1081,0,398,340,1097,42,0,0,314,1165,1390,0,3,83,3,1393,37,0,1,46,2
St Gabriel Mission Hospital,201705,768,1344,191,1,398,565,1339,1911,0,392,671,1581,50,0,1,512,1791,2210,0,2,87,4,2212,37,0,4,50,0
St Gabriel Mission Hospital,201706,733,1200,134,1,318,473,1275,1517,0,550,552,1476,37,0,2,640,1427,1994,0,1,69,3,1995,32,0,3,37,0
Area 30 Police Clinic,201704,121,133,13,1,17,86,163,154,11,102,41,189,36,0,1,43,224,201,0,1,63,2,202,27,0,2,36,0
Area 30 Police Clinic,201705,280,149,17,0,9,47,390,370,5,71,22,386,36,0,2,23,423,350,0,2,93,1,352,57,0,1,36,0
Area 30 Police Clinic,201706,120,127,14,1,21,80,159,110,11,140,46,182,33,0,0,42,219,199,0,0,60,2,199,27,0,2,33,0
Mitundu Community Hospital,201704,928,1586,517,1,623,1095,1312,2603,0,428,919,2057,54,0,1,385,2646,2928,0,5,92,6,2933,38,0,6,54,0
Mitundu Community Hospital,201705,989,2068,712,4,657,1525,1583,3396,0,373,1088,2617,59,0,5,539,3230,3638,0,10,103,18,3648,44,0,18,59,0
Mitundu Community Hospital,201706,896,1828,634,1,414,1337,1606,2971,0,387,868,2415,70,0,5,582,2776,3220,0,6,122,10,3226,52,0,10,70,0
Area 18 Health Centre,201704,860,1073,354,0,427,1046,814,1756,6,525,486,1664,137,0,0,232,2055,1928,0,0,353,6,1928,216,0,6,137,0
Area 18 Health Centre,201705,868,1335,428,0,399,209,2023,2127,4,500,661,1834,134,0,2,257,2374,2400,0,1,225,5,2401,91,0,4,134,1
Area 18 Health Centre,201706,1067,1459,355,0,420,1036,1425,2020,20,841,572,2150,156,0,3,288,2593,2598,0,3,275,5,2601,119,0,5,156,0
Mlale Mission Hospital,201704,194,286,77,2,23,99,433,446,0,111,112,422,23,0,0,130,427,521,0,0,30,6,521,7,0,6,23,0
Mlale Mission Hospital,201705,595,1149,55,2,281,453,1063,1398,0,401,517,1240,38,0,4,156,1643,1710,0,5,65,19,1715,27,0,19,38,0
Mlale Mission Hospital,201706,416,820,78,2,174,305,833,1055,0,259,353,927,33,0,1,160,1154,1247,0,1,54,12,1248,21,0,12,33,0
Kamuzu Central Hospital Opd1,201704,691,851,139,0,56,456,1169,1406,1,274,370,1184,127,0,0,135,1546,1466,0,0,215,0,1466,88,0,0,127,0
Kamuzu Central Hospital Opd1,201705,590,806,132,0,63,358,1107,1284,0,244,322,1083,123,0,0,135,1393,1320,0,0,205,3,1320,82,0,3,123,0
Kamuzu Central Hospital Opd1,201706,557,782,138,0,51,337,1089,1203,0,274,296,1059,121,0,1,85,1392,1257,0,1,217,2,1258,96,0,2,121,0
Area 25 Health Centre,201704,929,1828,596,0,535,1408,1410,2600,0,753,769,2398,186,0,0,329,3024,3025,0,4,317,7,3029,131,0,7,186,0
Area 25 Health Centre,201705,777,1501,607,0,392,1190,1303,2124,4,757,510,2168,203,0,4,300,2585,2530,0,7,336,12,2537,133,0,12,203,0
Area 25 Health Centre,201706,773,1910,573,1,348,1316,1591,2486,0,770,480,2586,186,1,3,284,2972,2944,0,3,301,8,2943,117,2,5,186,3
African Bible College Clinic,201704,51,83,48,0,51,48,83,142,0,40,18,149,14,1,0,46,136,153,0,0,29,0,152,15,1,0,14,0
African Bible College Clinic,201705,93,101,64,0,9,37,212,203,2,53,58,174,26,0,0,65,193,207,0,1,49,1,208,22,0,1,27,0
African Bible College Clinic,201706,88,114,40,1,22,37,182,163,3,76,33,178,25,6,0,52,190,205,0,0,37,0,199,12,6,0,25,0
Alliance One Clinic,201704,10,2,0,0,0,1,11,0,0,12,0,12,0,0,0,0,12,12,0,0,0,0,12,0,0,0,0,0
Alliance One Clinic,201705,20,5,0,0,0,0,25,4,2,19,3,20,2,0,0,0,25,19,0,0,6,0,19,4,0,0,2,0
Alliance One Clinic,201706,25,4,0,0,0,1,28,4,0,25,4,24,1,0,0,0,29,28,0,0,1,0,28,0,0,0,1,0
Kawale Medical Services,201704,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Kawale Medical Services,201705,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Kawale Medical Services,201706,3,1,0,0,0,0,4,4,0,0,0,4,0,0,0,2,2,1,0,0,3,0,1,3,0,0,0,0
Lilongwe Health Clinic,201704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lilongwe Health Clinic,201705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lilongwe Health Clinic,201706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lilongwe Private Clinic,201704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lilongwe Private Clinic,201705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lilongwe Private Clinic,201706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Limbe Leaf Tobacco Clinic Lilongwe,201704,6,0,0,0,0,0,6,2,0,4,1,4,1,0,0,0,6,4,0,0,2,0,4,1,0,0,1,0
Limbe Leaf Tobacco Clinic Lilongwe,201705,18,2,0,0,0,2,18,4,0,16,5,14,1,0,0,0,20,17,0,0,2,1,17,2,0,1,0,0
Limbe Leaf Tobacco Clinic Lilongwe,201706,7,1,0,0,0,1,7,3,0,5,7,0,0,0,1,0,8,7,0,0,0,1,7,0,0,0,0,1
Masm Medi Clinic Lilongwe,201704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Masm Medi Clinic Lilongwe,201705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Masm Medi Clinic Lilongwe,201706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ssh,201704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ssh,201705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ssh,201706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dr David Livingstone Memorial Clinic,201704,15,9,27,0,0,13,38,43,0,8,3,46,2,0,0,9,42,43,0,0,8,0,43,4,0,0,4,0
Dr David Livingstone Memorial Clinic,201705,13,12,20,1,1,11,32,37,0,8,2,42,0,1,0,10,35,42,0,0,2,1,42,1,0,1,1,0
Dr David Livingstone Memorial Clinic,201706,11,10,23,1,1,5,37,35,0,9,2,37,4,0,1,11,33,37,0,0,0,7,37,3,0,0,4,0
Blessings Hospital,201704,7,6,3,0,1,0,15,5,0,11,2,13,1,0,0,4,12,14,0,0,2,0,14,1,0,0,1,0
Blessings Hospital,201705,8,17,4,0,9,0,20,15,0,14,4,21,3,0,1,7,22,23,0,0,5,1,23,2,0,1,3,0
Blessings Hospital,201706,18,17,7,0,2,9,31,27,0,15,9,30,3,0,0,17,25,36,0,0,5,1,36,2,0,1,3,0
Discovery Medi Clinic,201704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Discovery Medi Clinic,201705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Discovery Medi Clinic,201706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lilongwe City Assembly Chinsapo,201704,57,97,50,0,4,118,82,127,0,77,41,153,10,0,0,12,192,187,0,1,15,1,188,5,0,1,10,0
Lilongwe City Assembly Chinsapo,201705,138,210,36,0,26,181,177,184,0,200,70,299,14,0,1,18,366,356,0,2,25,1,358,11,0,1,14,0
Lilongwe City Assembly Chinsapo,201706,167,366,40,0,42,279,252,293,2,278,110,441,20,0,2,12,561,530,0,1,40,2,531,20,0,2,20,0
Kawale Health Centre,201704,1004,1455,616,0,1296,629,1150,2669,10,396,1284,1657,134,0,0,138,2937,2869,0,0,204,2,2869,70,0,2,134,0
Kawale Health Centre,201705,1146,1753,597,0,1173,1168,1155,2655,2,839,1101,2255,139,0,1,173,3323,3251,0,0,242,3,3251,0,0,3,242,0
Kawale Health Centre,201706,1121,1217,606,0,623,1218,1103,2416,7,521,751,2049,144,0,0,179,2765,2707,0,0,237,0,2707,93,0,0,144,0
Kabudula Rural Hospital,201704,453,833,222,1,110,528,869,1097,0,411,295,1191,22,0,0,411,1097,1468,0,1,38,1,1469,16,0,1,22,0
Kabudula Rural Hospital,201705,2038,3103,275,0,1190,2095,2131,4844,0,572,1925,3431,60,0,0,420,4996,5307,0,1,97,11,5308,37,0,11,60,0
Kabudula Rural Hospital,201706,907,1567,234,0,630,777,1301,2555,2,151,971,1700,36,0,1,480,2228,2647,0,2,59,0,2649,23,0,0,36,0
Macro Lilongwe,201704,594,299,0,0,8,240,645,43,0,850,144,685,63,0,1,347,546,776,0,1,115,1,777,52,0,1,63,0
Macro Lilongwe,201705,600,356,0,0,15,211,730,39,0,917,104,777,74,0,1,301,655,816,0,0,136,4,816,60,0,6,74,0
Macro Lilongwe,201706,522,262,4,1,10,171,606,44,0,744,67,654,64,0,3,227,561,675,0,2,109,2,677,45,0,2,64,0
Bwaila Hospital Martin Preuss Centre,201704,1952,2538,1937,7,422,2557,3441,4915,28,1484,912,4835,675,0,5,804,5623,5363,0,6,1041,17,5369,375,0,16,617,50
Bwaila Hospital Martin Preuss Centre,201705,2338,2868,2154,14,504,2892,3950,5626,265,1469,1118,5474,761,2,5,1011,6349,6149,0,15,1179,17,6164,416,2,17,761,0
Bwaila Hospital Martin Preuss Centre,201706,2522,3570,2007,84,1012,2964,4039,6619,19,1461,1577,5816,691,2,13,907,7192,7016,0,11,1052,20,7023,366,0,19,688,3
Nkhoma Mission Hospital,201704,439,800,217,5,278,413,760,1280,0,176,614,796,40,2,4,177,1279,1354,0,4,78,20,1358,37,2,19,40,0
Nkhoma Mission Hospital,201705,590,833,275,1,279,524,894,1409,8,281,661,994,43,0,0,251,1447,1600,0,4,84,10,1604,41,0,10,43,0
Nkhoma Mission Hospital,201706,622,1051,290,3,228,512,1220,1425,12,526,625,1296,38,0,4,278,1685,1873,0,1,75,14,1874,37,0,14,38,0
Baylor Childrens Centre Of Excellence In Malawi,201704,705,1361,1,227,1068,335,437,2016,0,51,766,1271,30,0,0,2,2065,1981,0,0,86,0,1981,40,16,0,30,0
Baylor Childrens Centre Of Excellence In Malawi,201705,690,1239,2,170,897,335,529,1829,0,102,1083,801,47,0,0,2,1929,1846,0,0,84,1,1846,31,6,1,47,0
Baylor Childrens Centre Of Excellence In Malawi,201706,439,886,0,155,638,220,312,1287,0,38,767,534,22,2,0,0,1325,1267,0,0,50,8,1267,25,3,8,22,0
Bunda College,201704,9,9,0,0,1,4,13,3,0,15,16,0,1,1,0,4,14,16,0,0,2,0,16,1,0,0,1,0
Bunda College,201705,12,13,1,0,0,4,22,0,0,26,25,1,0,0,0,4,22,22,0,0,4,0,22,2,0,0,2,0
Bunda College,201706,76,34,0,0,0,46,64,0,0,110,49,60,1,0,0,18,92,108,0,0,2,0,108,1,0,0,1,0
Nathenje Health Centre,201704,404,657,285,101,196,470,579,1135,1,210,426,894,21,0,5,361,985,1295,0,8,35,8,1303,14,0,8,21,0
Nathenje Health Centre,201705,482,679,311,111,219,594,548,1212,1,259,526,912,32,0,2,413,1059,1403,0,6,58,5,1409,26,0,5,32,0
Nathenje Health Centre,201706,280,238,260,10,32,337,399,636,5,137,176,583,17,0,2,389,389,745,0,1,29,3,0,746,12,0,3,17
Lingadzi Private Clinic,201704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lingadzi Private Clinic,201705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lingadzi Private Clinic,201706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Escom Clinic Lilongwe,201704,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Escom Clinic Lilongwe,201705,2,0,0,0,0,0,2,0,0,2,1,1,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0
Escom Clinic Lilongwe,201706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlsberg / Sobo Clinic Lilongwe,201704,2,1,0,0,0,0,3,2,1,0,0,3,0,0,0,2,1,3,0,0,0,0,3,0,0,0,0,0
Carlsberg / Sobo Clinic Lilongwe,201705,2,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0
Carlsberg / Sobo Clinic Lilongwe,201706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tachira Private Clinic,201704,7,8,0,0,1,14,0,15,0,0,3,12,0,0,0,4,11,14,0,0,1,0,14,1,0,0,0,0
Tachira Private Clinic,201705,9,16,0,0,0,8,17,21,0,4,6,19,0,0,0,12,13,25,0,0,0,0,25,0,0,0,0,0
Tachira Private Clinic,201706,14,10,6,0,2,8,20,27,0,3,2,27,1,0,0,8,22,29,0,0,1,0,29,0,0,0,1,0
Chiwamba Health Centre,201704,233,375,90,3,16,251,428,437,2,259,141,533,21,1,2,166,532,651,0,1,40,6,652,19,0,6,21,0
Chiwamba Health Centre,201705,211,396,105,4,17,329,362,454,0,258,178,517,14,0,3,160,552,681,0,2,25,4,683,8,0,4,17,0
Chiwamba Health Centre,201706,299,301,22,0,20,252,350,404,7,211,135,473,14,0,0,148,474,589,0,1,28,4,589,7,0,5,21,0
Chileka Health Centre Lilongwe Static Art Static Art,201704,515,731,224,1,64,619,786,1078,0,392,234,1198,37,0,1,188,1282,1398,0,2,65,5,1400,28,0,5,37,0
Chileka Health Centre Lilongwe Static Art Static Art,201705,388,559,252,0,47,547,605,833,4,362,180,988,29,0,2,200,999,1148,0,1,45,5,1145,20,0,4,29,1
Chileka Health Centre Lilongwe Static Art Static Art,201706,307,431,240,0,33,443,502,707,2,269,171,783,23,0,1,273,705,938,0,0,38,2,938,15,0,2,23,0
Daeyang Luke Hospital Public,201704,365,656,242,6,143,400,714,1072,0,191,307,883,70,1,2,103,1160,1137,0,2,121,3,1139,50,1,3,70,0
Daeyang Luke Hospital Public,201705,454,1234,254,0,211,796,935,1454,0,488,627,1256,58,0,1,161,1781,1835,0,1,102,4,1836,44,0,4,58,0
Daeyang Luke Hospital Public,201706,627,1652,287,24,435,879,1228,2142,0,424,799,1700,61,0,6,142,2424,2450,0,0,111,5,2450,50,0,5,61,0
Maula Prison Health Centre Static Art,201704,2422,37,1,0,0,558,1902,1003,0,1457,240,2022,197,0,1,0,2460,2245,0,1,214,0,2245,17,0,0,197,1
Maula Prison Health Centre Static Art,201705,332,12,0,0,0,65,279,32,0,312,63,235,46,0,0,0,344,286,0,0,57,1,286,11,0,1,46,0
Maula Prison Health Centre Static Art,201706,286,5,0,0,0,56,235,230,1,60,62,187,42,0,0,0,291,237,0,0,54,0,237,12,0,0,42,0
Chadza Health Centre,201704,113,312,130,0,19,251,285,480,2,73,69,479,6,0,1,87,468,539,0,1,12,3,543,3,0,2,6,1
Chadza Health Centre,201705,84,381,126,0,11,324,256,505,2,84,73,510,7,0,1,80,511,578,0,3,8,2,579,4,0,1,6,1
Chadza Health Centre,201706,163,386,97,0,12,374,260,402,0,244,141,497,8,0,0,83,563,631,0,0,14,1,632,6,0,0,7,1
Chimbalanga Health Centre,201704,73,40,64,0,2,67,108,131,0,46,45,127,5,0,0,61,116,167,0,0,10,0,167,5,0,0,5,0
Chimbalanga Health Centre,201705,104,24,104,0,5,105,122,197,0,35,53,169,5,5,0,43,189,224,0,0,8,0,224,3,0,0,5,0
Chimbalanga Health Centre,201706,65,17,59,0,0,58,83,119,0,22,30,111,0,0,0,24,117,141,0,0,0,0,141,0,0,0,0,0
Chitedze Health Centre,201704,295,479,350,0,26,566,532,737,9,378,150,933,38,0,3,307,817,1049,0,4,65,6,1053,27,0,6,38,0
Chitedze Health Centre,201705,259,367,320,0,18,518,410,622,2,322,124,783,37,0,2,711,235,878,0,3,60,5,881,24,0,4,36,1
Chitedze Health Centre,201706,293,400,376,0,16,533,520,705,0,364,141,894,31,0,3,272,797,1002,0,2,58,7,1004,27,0,7,31,0
Diamphwi Health Centre,201704,192,369,77,0,12,293,333,334,1,303,64,563,11,0,0,434,204,616,0,0,21,1,616,10,0,1,11,0
Diamphwi Health Centre,201705,188,368,119,0,18,333,324,389,3,283,106,554,15,0,0,478,197,644,0,0,28,3,644,13,0,2,15,1
Diamphwi Health Centre,201706,206,393,85,0,6,320,358,370,0,314,252,425,7,0,0,471,213,663,0,0,21,0,663,10,0,0,11,0
Khongoni Health Centre,201704,259,204,205,0,14,289,365,445,3,220,105,553,8,0,2,291,377,651,0,0,14,3,651,6,0,3,8,0
Khongoni Health Centre,201705,297,365,201,0,21,352,490,586,4,273,127,714,22,0,0,352,511,822,0,1,40,0,823,18,0,0,22,0
Khongoni Health Centre,201706,380,456,204,0,44,419,577,749,4,287,160,860,18,0,2,388,652,1003,0,0,35,2,1003,17,0,2,18,0
Lumbadzi Health Centre,201704,310,778,419,1,28,665,813,1145,1,361,164,1303,37,0,3,228,1279,1434,0,1,66,6,1435,29,0,6,37,0
Lumbadzi Health Centre,201705,269,600,449,1,17,608,692,1011,0,307,154,1114,48,0,2,188,1130,1230,0,1,81,6,1231,33,0,6,48,0
Lumbadzi Health Centre,201706,264,901,448,1,26,734,852,1270,1,342,150,1414,46,3,0,253,1360,1520,0,1,82,10,1521,36,0,10,46,0
Malingunde Health Centre,201704,147,230,194,0,9,267,295,407,1,163,111,440,17,0,3,138,433,529,0,0,33,9,528,16,0,9,18,0
Malingunde Health Centre,201705,161,303,181,0,25,368,252,461,0,184,105,528,12,0,0,177,468,617,0,0,21,7,617,9,0,7,12,0
Malingunde Health Centre,201706,195,480,214,0,17,360,512,691,1,197,137,723,26,0,3,220,669,834,0,0,47,8,834,21,0,8,26,0
Mbang'ombe 2 Health Centre,201704,70,68,89,0,15,116,96,122,0,105,58,164,5,0,0,56,171,218,0,0,9,0,218,5,0,0,4,0
Mbang'ombe 2 Health Centre,201705,77,67,75,12,40,93,74,111,0,108,77,136,6,0,0,67,152,209,0,0,9,1,209,3,0,1,6,0
Mbang'ombe 2 Health Centre,201706,124,52,80,5,8,119,124,104,0,152,62,189,5,0,0,59,197,246,0,0,10,0,246,5,0,0,5,0
Ngoni Health Centre,201704,107,62,70,0,6,54,179,147,0,92,53,176,8,0,2,138,101,223,0,0,14,2,223,6,0,2,8,0
Ngoni Health Centre,201705,86,33,80,0,4,84,111,147,0,52,45,148,6,0,0,115,84,187,0,1,11,0,188,5,0,0,6,0
Ngoni Health Centre,201706,53,39,46,0,3,57,78,84,0,54,29,105,3,0,1,78,60,131,0,1,4,2,131,2,0,2,3,0
Nsaru Health Centre,201704,678,511,125,6,9,542,757,372,2,940,322,981,11,0,0,287,1027,1278,0,2,26,8,1280,15,0,8,11,0
Nsaru Health Centre,201705,645,673,122,2,25,820,593,611,0,829,397,1030,12,0,1,277,1163,1414,0,2,21,3,1416,9,0,3,12,0
Nsaru Health Centre,201706,789,1109,153,0,18,823,1210,1079,0,972,232,1812,7,0,0,306,1745,2032,0,0,16,3,2032,9,0,3,7,0
Katchale Health Centre,201704,84,42,66,4,3,83,102,146,0,46,94,98,0,0,0,142,50,190,0,0,2,0,191,1,0,0,0,0
Katchale Health Centre,201705,70,56,60,0,4,59,123,92,0,94,49,136,1,0,0,136,50,181,0,0,5,0,181,4,0,0,1,0
Katchale Health Centre,201706,81,29,72,0,2,50,130,83,0,99,77,104,1,0,0,150,32,177,0,0,5,0,177,4,0,0,1,0
Ukwe Health Centre,201704,65,46,84,0,1,74,120,134,0,61,21,171,3,0,0,85,110,190,0,0,5,0,190,2,0,0,3,0
Ukwe Health Centre,201705,70,34,59,0,0,69,94,104,0,59,25,137,1,0,0,2,161,158,0,0,3,2,158,3,0,1,0,1
Ukwe Health Centre,201706,61,24,81,0,1,62,103,134,0,32,19,147,0,0,0,1,165,164,0,0,2,0,164,1,0,0,1,0
Nambuma Health Centre,201704,154,52,157,0,4,150,209,279,0,84,110,252,1,0,0,255,108,360,0,1,2,0,361,1,0,0,1,0
Nambuma Health Centre,201705,145,44,200,0,5,175,209,322,0,67,85,304,0,0,0,257,132,389,0,0,0,0,389,0,0,0,0,0
Nambuma Health Centre,201706,184,83,204,0,6,210,255,364,0,107,97,370,4,0,0,287,184,461,0,0,8,2,461,4,0,2,4,0
Chilobwe Majiga Health Centre,201704,144,71,4,0,4,45,170,7,0,212,39,170,10,0,0,12,207,200,0,0,19,0,200,9,0,10,0,0
Chilobwe Majiga Health Centre,201705,36,29,0,0,3,29,33,9,0,56,9,53,3,0,0,13,52,61,0,0,4,0,61,1,0,0,3,0
Chilobwe Majiga Health Centre,201706,13,15,0,0,0,5,23,1,0,27,3,24,1,0,0,10,18,26,0,0,2,0,26,1,0,0,1,0
Kang'oma Health Centre,201704,204,167,99,4,21,192,253,256,0,214,112,351,6,1,0,154,316,458,0,0,12,0,458,6,0,0,6,0
Kang'oma Health Centre,201705,166,298,107,1,22,252,296,445,3,123,100,449,22,0,0,143,428,527,0,0,43,1,528,20,0,1,22,0
Kang'oma Health Centre,201706,194,394,67,1,40,297,317,382,0,273,129,511,15,0,0,116,539,626,0,0,27,2,626,12,0,2,15,0
Ndaula Health Centre,201704,22,21,19,0,4,18,40,32,0,30,18,41,3,0,0,35,27,56,0,0,6,0,56,3,0,0,3,0
Ndaula Health Centre,201705,42,22,56,0,1,51,68,85,0,35,20,97,3,0,0,58,62,114,0,0,6,0,114,3,0,0,3,0
Ndaula Health Centre,201706,12,2,7,0,1,10,10,10,0,11,5,15,1,0,0,4,17,19,0,0,2,0,19,1,0,0,1,0
Chikowa Health Centre Lilongwe,201704,60,49,32,5,7,49,80,95,0,46,34,104,3,0,0,84,57,135,0,0,6,0,135,3,0,0,3,0
Chikowa Health Centre Lilongwe,201705,166,34,138,1,0,155,182,283,0,55,88,250,0,0,0,292,46,338,0,0,0,0,338,0,0,0,0,0
Chikowa Health Centre Lilongwe,201706,71,55,39,0,0,61,104,83,0,82,32,131,2,0,0,107,58,159,0,0,5,1,159,3,0,1,2,0
Chiunjiza Health Centre,201704,21,14,65,0,0,48,52,52,0,48,22,74,4,0,0,33,67,94,0,0,6,0,94,2,0,0,4,0
Chiunjiza Health Centre,201705,40,74,90,0,20,75,109,150,7,47,48,152,4,0,0,56,148,194,0,0,7,3,194,3,0,3,4,0
Chiunjiza Health Centre,201706,29,15,73,0,1,61,55,96,0,21,35,78,2,1,1,45,72,110,0,0,4,3,110,2,0,3,2,0
Nthondo Health Centre Lilongwe,201704,195,391,173,8,29,389,333,466,0,293,102,630,25,0,2,173,586,717,0,1,39,2,718,14,0,2,25,0
Nthondo Health Centre Lilongwe,201705,423,738,211,6,42,571,753,1070,0,302,219,1119,34,0,0,162,1210,1317,0,1,54,0,1318,20,0,0,34,0
Nthondo Health Centre Lilongwe,201706,247,497,151,0,26,401,468,739,0,156,130,742,23,0,0,141,754,852,0,0,41,2,852,18,0,2,23,0
Dickson Health Centre,201704,119,272,175,0,9,262,295,400,0,166,84,470,12,0,0,102,464,544,0,0,22,0,544,10,0,0,12,0
Dickson Health Centre,201705,234,397,200,0,8,380,443,513,0,318,135,682,13,0,1,158,673,804,0,0,25,2,804,12,0,2,13,0
Dickson Health Centre,201706,167,495,196,0,17,396,445,596,0,262,104,735,16,0,3,166,692,821,0,0,31,6,821,15,0,6,16,0
Dzenza Health Centre,201704,157,520,11,0,11,308,369,440,0,248,140,516,32,0,0,68,620,635,0,0,53,0,635,21,0,0,32,0
Dzenza Health Centre,201705,250,718,16,0,16,539,429,558,0,426,209,745,30,0,0,52,932,937,0,0,47,0,937,17,0,0,30,0
Dzenza Health Centre,201706,206,487,16,0,18,299,392,429,0,280,144,536,27,0,2,61,648,654,0,0,50,5,654,23,0,3,27,2
Maluwa Health Centre,201704,43,14,51,0,2,44,62,94,0,14,43,65,0,0,0,6,102,107,0,0,1,0,107,1,0,0,0,0
Maluwa Health Centre,201705,69,22,61,0,2,75,75,128,0,24,69,81,2,0,0,2,150,149,0,0,2,1,147,2,0,1,2,0
Maluwa Health Centre,201706,40,34,10,0,0,51,33,41,0,43,37,47,0,0,0,2,82,84,0,0,0,0,84,0,0,0,0,0
Matapila Health Centre,201704,204,525,110,0,19,401,419,566,0,273,111,711,11,0,6,203,636,811,0,4,19,5,815,8,0,5,11,0
Matapila Health Centre,201705,126,284,90,0,13,217,270,335,0,165,59,436,5,0,0,145,355,490,0,0,8,2,490,3,0,2,5,0
Matapila Health Centre,201706,117,246,57,0,10,188,222,209,0,211,82,331,7,0,0,106,314,406,0,1,13,0,407,6,0,0,7,0
Mbabvi Health Centre,201704,155,378,82,0,155,378,82,308,1,306,67,531,17,0,0,254,361,575,0,2,30,8,577,13,0,8,17,0
